,Common Values,Drug 1 total substructures,Drug 2 total substructures,interaction
26084,2836,37,17,5
26085,2818,37,35,7
26086,2853,37,0,5
26087,2777,37,76,5
26088,2821,37,32,7
26089,2853,37,0,5
26090,2853,37,0,5
26091,2846,37,7,5
26092,2853,37,0,5
26093,2769,37,84,5
26094,2722,37,131,5
26095,2846,37,7,5
26096,2673,37,180,5
26097,2549,37,306,5
26098,2850,37,3,5
26099,2853,37,0,5
26100,2781,37,72,5
26101,2848,37,5,5
26102,2724,37,129,5
26103,2853,37,0,5
26104,2777,37,80,5
26105,2853,37,0,5
26106,2830,37,23,5
26107,2852,37,1,5
26108,2817,37,36,5
26109,2853,37,0,5
26110,2715,37,144,5
26111,2808,37,45,7
26112,2733,37,128,5
26113,2853,37,0,5
26114,2806,37,49,5
26115,2821,37,32,5
26116,2845,37,8,5
26117,2853,37,0,5
26118,2845,37,8,5
26119,2828,37,25,5
26120,2853,37,0,5
26121,2806,37,47,5
26122,2842,37,11,5
26123,2853,37,0,5
26124,2849,37,4,5
26125,2705,37,148,5
26126,2832,37,21,7
26127,2853,37,0,5
26128,2850,37,3,5
26129,2823,37,30,7
26130,2622,37,249,5
26131,2833,37,20,5
26132,2853,37,0,5
26133,2809,37,44,5
26134,2853,37,0,5
26135,2802,37,51,5
26136,2795,37,62,5
26137,2822,37,31,5
26138,2779,37,74,5
26139,2732,37,123,5
26140,2779,37,76,5
26141,2756,37,103,5
26142,2578,37,275,5
26143,2764,37,89,5
26144,2837,37,16,7
26145,2851,37,2,5
26146,2841,37,12,5
26147,2851,37,2,5
26148,2852,37,1,5
26149,2836,37,17,5
26150,2825,37,28,5
26151,2809,37,44,5
26152,2744,37,113,5
26153,2853,37,0,5
26154,2853,37,0,5
26155,2853,37,0,5
26156,2812,37,41,7
26157,2756,37,97,5
26158,2849,37,4,5
26159,2853,37,0,5
26160,2853,37,0,5
26161,2842,37,11,5
26162,2853,37,0,5
26163,2853,37,0,5
26164,2773,37,82,5
26165,2629,216,45,7
26166,2674,216,0,6
26167,2673,216,1,7
26168,2673,216,1,5
26169,2622,216,52,7
26170,2646,216,28,1
26171,2629,216,45,7
26172,2684,216,36,7
26173,2648,216,26,5
26174,2643,216,31,7
26175,2674,216,0,7
26176,2655,216,19,7
26177,2640,216,34,5
26178,2654,216,20,1
26179,2530,216,164,7
26180,2623,216,63,1
26181,2671,216,3,1
26182,2674,216,0,5
26183,2674,216,0,7
26184,2641,216,33,1
26185,2601,216,73,1
26186,2674,216,0,7
26187,2621,216,53,7
26188,2622,216,98,7
26189,2588,216,86,7
26190,2674,216,0,1
26191,2530,216,162,7
26192,2657,216,17,5
26193,2685,216,35,7
26194,2674,216,0,7
26195,2644,216,76,1
26196,2662,216,32,1
26197,2674,216,0,6
26198,2674,216,0,7
26199,2667,216,7,7
26200,2674,216,0,7
26201,2672,216,84,7
26202,2555,216,131,1
26203,2667,216,7,1
26204,2510,216,180,7
26205,2418,216,306,7
26206,2671,216,3,7
26207,2674,216,0,7
26208,2648,216,72,7
26209,2669,216,5,7
26210,2551,216,129,7
26211,2674,216,0,7
26212,2608,216,80,7
26213,2674,216,0,7
26214,2651,216,23,7
26215,2673,216,1,1
26216,2638,216,36,1
26217,2674,216,0,7
26218,2560,216,144,7
26219,2629,216,45,7
26220,2552,216,128,7
26221,2674,216,0,6
26222,2625,216,49,7
26223,2642,216,32,7
26224,2666,216,8,1
26225,2674,216,0,7
26226,2666,216,8,7
26227,2649,216,25,5
26228,2674,216,0,7
26229,2627,216,47,7
26230,2663,216,11,1
26231,2674,216,0,7
26232,2670,216,4,7
26233,2534,216,148,7
26234,2653,216,21,7
26235,2674,216,0,7
26236,2671,216,3,7
26237,2644,216,30,1
26238,2537,216,249,7
26239,2654,216,20,1
26240,2674,216,0,7
26241,2630,216,44,1
26242,2674,216,0,7
26243,2627,216,51,7
26244,2618,216,62,5
26245,2643,216,31,7
26246,2600,216,74,5
26247,2559,216,123,7
26248,2642,216,76,7
26249,2695,216,103,7
26250,2415,216,275,7
26251,2585,216,89,7
26252,2658,216,16,7
26253,2672,216,2,7
26254,2662,216,12,1
26255,2672,216,2,1
26256,2673,216,1,2
26257,2657,216,17,7
26258,2646,216,28,7
26259,2630,216,44,7
26260,2567,216,113,1
26261,2674,216,0,6
26262,2674,216,0,7
26263,2674,216,0,6
26264,2679,216,41,7
26265,2585,216,97,7
26266,2670,216,4,1
26267,2674,216,0,5
26268,2674,216,0,7
26269,2663,216,11,1
26270,2674,216,0,7
26271,2674,216,0,7
26272,2600,216,82,7
26273,2845,45,0,5
26274,2844,45,1,5
26275,2844,45,1,5
26276,2793,45,52,5
26277,2817,45,28,5
26278,2814,45,45,5
26279,2809,45,36,7
26280,2819,45,26,5
26281,2814,45,31,5
26282,2845,45,0,5
26283,2828,45,19,5
26284,2811,45,34,5
26285,2827,45,20,5
26286,2681,45,164,5
26287,2782,45,63,5
26288,2842,45,3,5
26289,2845,45,0,5
26290,2845,45,0,5
26291,2812,45,33,5
26292,2792,45,73,7
26293,2845,45,0,5
26294,2792,45,53,5
26295,2747,45,98,7
26296,2759,45,86,5
26297,2845,45,0,5
26298,2685,45,162,5
26299,2828,45,17,5
26300,2810,45,35,7
26301,2845,45,0,5
26302,2769,45,76,5
26303,2813,45,32,7
26304,2845,45,0,5
26305,2845,45,0,5
26306,2838,45,7,5
26307,2845,45,0,5
26308,2761,45,84,5
26309,2714,45,131,5
26310,2838,45,7,5
26311,2665,45,180,5
26312,2539,45,306,5
26313,2842,45,3,5
26314,2845,45,0,5
26315,2773,45,72,5
26316,2840,45,5,5
26317,2716,45,129,5
26318,2845,45,0,5
26319,2765,45,80,5
26320,2845,45,0,5
26321,2822,45,23,5
26322,2844,45,1,5
26323,2809,45,36,5
26324,2845,45,0,5
26325,2701,45,144,5
26326,2820,45,45,7
26327,2717,45,128,5
26328,2845,45,0,5
26329,2796,45,49,5
26330,2813,45,32,5
26331,2841,45,8,5
26332,2845,45,0,5
26333,2837,45,8,5
26334,2822,45,25,5
26335,2845,45,0,5
26336,2798,45,47,5
26337,2834,45,11,5
26338,2845,45,0,5
26339,2841,45,4,5
26340,2697,45,148,5
26341,2824,45,21,7
26342,2845,45,0,5
26343,2842,45,3,5
26344,2815,45,30,7
26345,2616,45,249,5
26346,2825,45,20,5
26347,2845,45,0,5
26348,2801,45,44,5
26349,2845,45,0,5
26350,2794,45,51,5
26351,2783,45,62,5
26352,2814,45,31,5
26353,2773,45,74,5
26354,2722,45,123,5
26355,2769,45,76,5
26356,2742,45,103,5
26357,2570,45,275,5
26358,2792,45,89,5
26359,2829,45,16,7
26360,2843,45,2,5
26361,2833,45,12,5
26362,2843,45,2,5
26363,2844,45,1,5
26364,2828,45,17,5
26365,2823,45,28,5
26366,2801,45,44,5
26367,2736,45,113,5
26368,2845,45,0,5
26369,2845,45,0,5
26370,2845,45,0,5
26371,2804,45,41,7
26372,2748,45,97,5
26373,2841,45,4,5
26374,2845,45,0,5
26375,2845,45,0,5
26376,2834,45,11,5
26377,2845,45,0,5
26378,2845,45,0,5
26379,2783,45,82,5
26380,2889,0,1,1
26381,2889,0,1,5
26382,2838,0,52,5
26383,2862,0,28,5
26384,2845,0,45,5
26385,2854,0,36,2
26386,2864,0,26,5
26387,2859,0,31,2
26388,2890,0,0,5
26389,2871,0,19,5
26390,2856,0,34,5
26391,2870,0,20,5
26392,2726,0,164,5
26393,2827,0,63,5
26394,2887,0,3,2
26395,2890,0,0,6
26396,2890,0,0,7
26397,2857,0,33,5
26398,2817,0,73,6
26399,2890,0,0,7
26400,2837,0,53,5
26401,2792,0,98,6
26402,2804,0,86,6
26403,2890,0,0,1
26404,2728,0,162,5
26405,2873,0,17,1
26406,2855,0,35,6
26407,2890,0,0,5
26408,2814,0,76,6
26409,2858,0,32,6
26410,2890,0,0,2
26411,2890,0,0,5
26412,2883,0,7,7
26413,2890,0,0,7
26414,2806,0,84,2
26415,2759,0,131,5
26416,2883,0,7,2
26417,2710,0,180,7
26418,2584,0,306,7
26419,2887,0,3,5
26420,2890,0,0,7
26421,2818,0,72,2
26422,2885,0,5,1
26423,2761,0,129,6
26424,2890,0,0,7
26425,2810,0,80,2
26426,2890,0,0,7
26427,2867,0,23,2
26428,2889,0,1,5
26429,2854,0,36,1
26430,2890,0,0,5
26431,2746,0,144,5
26432,2845,0,45,6
26433,2762,0,128,5
26434,2890,0,0,5
26435,2841,0,49,5
26436,2858,0,32,5
26437,2882,0,8,5
26438,2890,0,0,5
26439,2882,0,8,1
26440,2865,0,25,5
26441,2890,0,0,7
26442,2843,0,47,5
26443,2879,0,11,5
26444,2890,0,0,7
26445,2886,0,4,7
26446,2742,0,148,2
26447,2869,0,21,6
26448,2890,0,0,5
26449,2887,0,3,6
26450,2860,0,30,6
26451,2641,0,249,2
26452,2870,0,20,1
26453,2890,0,0,5
26454,2846,0,44,5
26455,2890,0,0,5
26456,2839,0,51,5
26457,2828,0,62,5
26458,2859,0,31,5
26459,2816,0,74,5
26460,2767,0,123,2
26461,2814,0,76,3
26462,2787,0,103,3
26463,2615,0,275,2
26464,2801,0,89,5
26465,2874,0,16,6
26466,2888,0,2,5
26467,2878,0,12,5
26468,2888,0,2,5
26469,2889,0,1,5
26470,2873,0,17,7
26471,2862,0,28,5
26472,2846,0,44,5
26473,2777,0,113,5
26474,2890,0,0,5
26475,2890,0,0,7
26476,2890,0,0,5
26477,2849,0,41,7
26478,2793,0,97,7
26479,2886,0,4,2
26480,2890,0,0,3
26481,2890,0,0,7
26482,2879,0,11,6
26483,2890,0,0,7
26484,2890,0,0,5
26485,2808,0,82,3
26486,2888,1,1,1
26487,2837,1,52,5
26488,2861,1,28,5
26489,2844,1,45,5
26490,2853,1,36,7
26491,2863,1,26,5
26492,2858,1,31,5
26493,2889,1,0,5
26494,2870,1,19,5
26495,2855,1,34,5
26496,2869,1,20,5
26497,2725,1,164,5
26498,2826,1,63,5
26499,2886,1,3,5
26500,2889,1,0,5
26501,2889,1,0,1
26502,2856,1,33,5
26503,2816,1,73,7
26504,2889,1,0,5
26505,2836,1,53,5
26506,2791,1,98,7
26507,2803,1,86,5
26508,2889,1,0,5
26509,2727,1,162,5
26510,2872,1,17,5
26511,2854,1,35,7
26512,2889,1,0,5
26513,2813,1,76,5
26514,2857,1,32,7
26515,2889,1,0,5
26516,2889,1,0,5
26517,2882,1,7,5
26518,2889,1,0,5
26519,2805,1,84,5
26520,2758,1,131,5
26521,2882,1,7,5
26522,2709,1,180,5
26523,2583,1,306,5
26524,2886,1,3,5
26525,2889,1,0,5
26526,2817,1,72,5
26527,2884,1,5,5
26528,2760,1,129,5
26529,2889,1,0,5
26530,2809,1,80,5
26531,2889,1,0,1
26532,2866,1,23,5
26533,2890,1,1,5
26534,2853,1,36,5
26535,2889,1,0,5
26536,2745,1,144,5
26537,2844,1,45,7
26538,2761,1,128,5
26539,2889,1,0,5
26540,2840,1,49,5
26541,2857,1,32,5
26542,2881,1,8,5
26543,2889,1,0,5
26544,2881,1,8,5
26545,2864,1,25,5
26546,2889,1,0,5
26547,2842,1,47,5
26548,2878,1,11,5
26549,2889,1,0,5
26550,2885,1,4,1
26551,2741,1,148,5
26552,2868,1,21,7
26553,2889,1,0,1
26554,2886,1,3,5
26555,2859,1,30,7
26556,2640,1,249,5
26557,2869,1,20,5
26558,2889,1,0,5
26559,2845,1,44,5
26560,2889,1,0,5
26561,2838,1,51,5
26562,2827,1,62,5
26563,2858,1,31,5
26564,2815,1,74,5
26565,2766,1,123,5
26566,2813,1,76,5
26567,2786,1,103,5
26568,2614,1,275,5
26569,2800,1,89,5
26570,2873,1,16,7
26571,2887,1,2,5
26572,2877,1,12,5
26573,2887,1,2,5
26574,2888,1,1,5
26575,2872,1,17,1
26576,2861,1,28,5
26577,2845,1,44,5
26578,2776,1,113,5
26579,2889,1,0,1
26580,2889,1,0,5
26581,2889,1,0,5
26582,2848,1,41,7
26583,2792,1,97,5
26584,2885,1,4,5
26585,2889,1,0,5
26586,2889,1,0,5
26587,2878,1,11,5
26588,2889,1,0,5
26589,2889,1,0,5
26590,2807,1,82,5
26591,2837,1,52,5
26592,2861,1,28,5
26593,2844,1,45,5
26594,2853,1,36,5
26595,2863,1,26,5
26596,2858,1,31,5
26597,2889,1,0,5
26598,2870,1,19,5
26599,2855,1,34,5
26600,2869,1,20,5
26601,2725,1,164,5
26602,2826,1,63,5
26603,2886,1,3,5
26604,2889,1,0,5
26605,2889,1,0,7
26606,2856,1,33,5
26607,2816,1,73,5
26608,2889,1,0,7
26609,2836,1,53,5
26610,2791,1,98,5
26611,2803,1,86,5
26612,2889,1,0,5
26613,2727,1,162,5
26614,2872,1,17,5
26615,2854,1,35,5
26616,2889,1,0,5
26617,2813,1,76,5
26618,2857,1,32,5
26619,2889,1,0,5
26620,2889,1,0,5
26621,2882,1,7,7
26622,2889,1,0,7
26623,2805,1,84,5
26624,2758,1,131,5
26625,2882,1,7,5
26626,2709,1,180,5
26627,2583,1,306,1
26628,2886,1,3,5
26629,2889,1,0,7
26630,2817,1,72,5
26631,2884,1,5,5
26632,2760,1,129,5
26633,2889,1,0,7
26634,2809,1,80,5
26635,2889,1,0,7
26636,2866,1,23,5
26637,2888,1,1,5
26638,2853,1,36,5
26639,2889,1,0,5
26640,2745,1,144,5
26641,2844,1,45,1
26642,2761,1,128,5
26643,2889,1,0,5
26644,2840,1,49,5
26645,2857,1,32,5
26646,2881,1,8,5
26647,2889,1,0,5
26648,2881,1,8,1
26649,2864,1,25,5
26650,2889,1,0,7
26651,2842,1,47,5
26652,2878,1,11,5
26653,2889,1,0,7
26654,2885,1,4,7
26655,2741,1,148,5
26656,2868,1,21,5
26657,2889,1,0,7
26658,2886,1,3,5
26659,2859,1,30,5
26660,2640,1,249,5
26661,2869,1,20,5
26662,2889,1,0,5
26663,2845,1,44,5
26664,2889,1,0,5
26665,2838,1,51,5
26666,2827,1,62,5
26667,2858,1,31,5
26668,2815,1,74,5
26669,2766,1,123,1
26670,2813,1,76,5
26671,2786,1,103,5
26672,2614,1,275,1
26673,2800,1,89,5
26674,2873,1,16,5
26675,2887,1,2,5
26676,2877,1,12,1
26677,2887,1,2,5
26678,2888,1,1,5
26679,2872,1,17,7
26680,2861,1,28,5
26681,2845,1,44,5
26682,2776,1,113,5
26683,2889,1,0,5
26684,2889,1,0,7
26685,2889,1,0,5
26686,2848,1,41,7
26687,2792,1,97,5
26688,2885,1,4,5
26689,2889,1,0,5
26690,2889,1,0,7
26691,2878,1,11,5
26692,2889,1,0,7
26693,2889,1,0,5
26694,2807,1,82,5
26695,2810,52,28,5
26696,2793,52,45,5
26697,2802,52,36,7
26698,2820,52,26,5
26699,2815,52,31,5
26700,2838,52,0,5
26701,2819,52,19,5
26702,2804,52,34,5
26703,2818,52,20,5
26704,2674,52,164,5
26705,2779,52,63,5
26706,2835,52,3,5
26707,2838,52,0,5
26708,2838,52,0,7
26709,2805,52,33,5
26710,2765,52,73,7
26711,2838,52,0,7
26712,2785,52,53,5
26713,2742,52,98,7
26714,2752,52,86,5
26715,2838,52,0,5
26716,2676,52,162,5
26717,2821,52,17,5
26718,2803,52,35,7
26719,2838,52,0,5
26720,2762,52,76,5
26721,2806,52,32,7
26722,2838,52,0,5
26723,2838,52,0,5
26724,2831,52,7,7
26725,2838,52,0,7
26726,2754,52,84,5
26727,2717,52,131,5
26728,2831,52,7,5
26729,2658,52,180,5
26730,2532,52,306,5
26731,2835,52,3,5
26732,2838,52,0,7
26733,2766,52,72,5
26734,2833,52,5,5
26735,2717,52,129,5
26736,2838,52,0,7
26737,2762,52,80,5
26738,2838,52,0,7
26739,2817,52,23,5
26740,2837,52,1,5
26741,2802,52,36,5
26742,2838,52,0,5
26743,2696,52,144,5
26744,2793,52,45,7
26745,2714,52,128,5
26746,2838,52,0,5
26747,2789,52,49,5
26748,2806,52,32,5
26749,2830,52,8,5
26750,2838,52,0,5
26751,2830,52,8,5
26752,2813,52,25,5
26753,2838,52,0,7
26754,2791,52,47,5
26755,2827,52,11,5
26756,2838,52,0,7
26757,2836,52,4,7
26758,2692,52,148,5
26759,2817,52,21,7
26760,2838,52,0,7
26761,2835,52,3,5
26762,2808,52,30,7
26763,2595,52,249,5
26764,2818,52,20,5
26765,2838,52,0,5
26766,2794,52,44,5
26767,2838,52,0,5
26768,2789,52,51,5
26769,2776,52,62,5
26770,2809,52,31,5
26771,2764,52,74,5
26772,2723,52,123,5
26773,2762,52,76,5
26774,2735,52,103,5
26775,2577,52,275,5
26776,2749,52,89,5
26777,2822,52,16,7
26778,2836,52,2,5
26779,2828,52,12,5
26780,2836,52,2,6
26781,2837,52,1,5
26782,2823,52,17,7
26783,2810,52,28,5
26784,2794,52,44,5
26785,2725,52,113,5
26786,2838,52,0,5
26787,2838,52,0,7
26788,2838,52,0,5
26789,2797,52,41,7
26790,2741,52,97,5
26791,2834,52,4,5
26792,2838,52,0,5
26793,2838,52,0,7
26794,2827,52,11,5
26795,2838,52,0,7
26796,2838,52,0,5
26797,2756,52,82,5
26798,2817,28,45,5
26799,2826,28,36,1
26800,2836,28,26,5
26801,2831,28,31,1
26802,2862,28,0,5
26803,2843,28,19,5
26804,2828,28,34,5
26805,2842,28,20,5
26806,2706,28,164,5
26807,2801,28,63,5
26808,2859,28,3,5
26809,2862,28,0,5
26810,2862,28,0,5
26811,2829,28,33,5
26812,2789,28,73,1
26813,2862,28,0,5
26814,2809,28,53,5
26815,2764,28,98,7
26816,2776,28,86,5
26817,2862,28,0,1
26818,2700,28,162,5
26819,2845,28,17,1
26820,2827,28,35,7
26821,2862,28,0,5
26822,2786,28,76,5
26823,2830,28,32,7
26824,2862,28,0,6
26825,2862,28,0,5
26826,2855,28,7,7
26827,2862,28,0,5
26828,2778,28,84,5
26829,2747,28,131,5
26830,2855,28,7,5
26831,2688,28,180,5
26832,2562,28,306,5
26833,2859,28,3,5
26834,2862,28,0,5
26835,2790,28,72,1
26836,2857,28,5,5
26837,2733,28,129,5
26838,2862,28,0,5
26839,2788,28,80,5
26840,2862,28,0,5
26841,2839,28,23,5
26842,2861,28,1,5
26843,2826,28,36,1
26844,2862,28,0,5
26845,2718,28,144,5
26846,2817,28,45,1
26847,2734,28,128,5
26848,2862,28,0,5
26849,2813,28,49,5
26850,2830,28,32,5
26851,2854,28,8,5
26852,2862,28,0,5
26853,2854,28,8,5
26854,2837,28,25,5
26855,2862,28,0,5
26856,2815,28,47,5
26857,2851,28,11,5
26858,2862,28,0,5
26859,2858,28,4,5
26860,2714,28,148,5
26861,2841,28,21,7
26862,2862,28,0,5
26863,2859,28,3,5
26864,2832,28,30,1
26865,2613,28,249,5
26866,2842,28,20,5
26867,2862,28,0,5
26868,2818,28,44,5
26869,2862,28,0,5
26870,2811,28,51,5
26871,2800,28,62,5
26872,2831,28,31,5
26873,2788,28,74,5
26874,2771,28,123,5
26875,2786,28,76,5
26876,2759,28,103,5
26877,2589,28,275,5
26878,2773,28,89,5
26879,2846,28,16,1
26880,2860,28,2,5
26881,2850,28,12,5
26882,2860,28,2,5
26883,2861,28,1,5
26884,2845,28,17,5
26885,2834,28,28,5
26886,2818,28,44,5
26887,2749,28,113,5
26888,2862,28,0,5
26889,2862,28,0,5
26890,2862,28,0,5
26891,2821,28,41,7
26892,2765,28,97,5
26893,2858,28,4,5
26894,2862,28,0,5
26895,2862,28,0,5
26896,2851,28,11,5
26897,2862,28,0,5
26898,2862,28,0,5
26899,2780,28,82,5
26900,2809,45,36,7
26901,2819,45,26,5
26902,2814,45,31,5
26903,2845,45,0,5
26904,2828,45,19,5
26905,2813,45,34,5
26906,2829,45,20,5
26907,2681,45,164,5
26908,2782,45,63,5
26909,2842,45,3,5
26910,2845,45,0,5
26911,2845,45,0,5
26912,2812,45,33,5
26913,2784,45,73,7
26914,2845,45,0,5
26915,2792,45,53,5
26916,2747,45,98,7
26917,2761,45,86,5
26918,2845,45,0,5
26919,2687,45,162,5
26920,2828,45,17,5
26921,2810,45,35,7
26922,2845,45,0,5
26923,2769,45,76,5
26924,2813,45,32,7
26925,2845,45,0,5
26926,2845,45,0,5
26927,2838,45,7,5
26928,2845,45,0,5
26929,2761,45,84,5
26930,2714,45,131,5
26931,2838,45,7,5
26932,2669,45,180,5
26933,2547,45,306,5
26934,2842,45,3,5
26935,2845,45,0,5
26936,2773,45,72,5
26937,2840,45,5,5
26938,2720,45,129,5
26939,2845,45,0,5
26940,2765,45,80,5
26941,2845,45,0,5
26942,2822,45,23,5
26943,2844,45,1,5
26944,2809,45,36,5
26945,2845,45,0,5
26946,2703,45,144,5
26947,2812,45,45,7
26948,2717,45,128,5
26949,2845,45,0,5
26950,2796,45,49,5
26951,2813,45,32,5
26952,2839,45,8,5
26953,2845,45,0,5
26954,2837,45,8,5
26955,2822,45,25,5
26956,2845,45,0,5
26957,2798,45,47,5
26958,2834,45,11,5
26959,2845,45,0,5
26960,2841,45,4,5
26961,2697,45,148,5
26962,2824,45,21,7
26963,2845,45,0,5
26964,2842,45,3,5
26965,2815,45,30,7
26966,2604,45,249,5
26967,2825,45,20,5
26968,2845,45,0,5
26969,2801,45,44,5
26970,2845,45,0,5
26971,2794,45,51,5
26972,2785,45,62,5
26973,2814,45,31,5
26974,2781,45,74,5
26975,2722,45,123,5
26976,2769,45,76,5
26977,2742,45,103,5
26978,2578,45,275,5
26979,2776,45,89,5
26980,2829,45,16,7
26981,2843,45,2,5
26982,2833,45,12,5
26983,2843,45,2,5
26984,2844,45,1,5
26985,2828,45,17,5
26986,2819,45,28,5
26987,2801,45,44,5
26988,2734,45,113,5
26989,2845,45,0,5
26990,2845,45,0,5
26991,2845,45,0,5
26992,2804,45,41,7
26993,2748,45,97,5
26994,2841,45,4,5
26995,2845,45,0,5
26996,2845,45,0,5
26997,2834,45,11,5
26998,2845,45,0,5
26999,2845,45,0,5
27000,2775,45,82,5
27001,2828,36,26,5
27002,2823,36,31,7
27003,2854,36,0,7
27004,2835,36,19,7
27005,2820,36,34,5
27006,2834,36,20,5
27007,2690,36,164,7
27008,2795,36,63,7
27009,2851,36,3,1
27010,2854,36,0,5
27011,2854,36,0,5
27012,2821,36,33,5
27013,2781,36,73,7
27014,2854,36,0,5
27015,2801,36,53,7
27016,2796,36,98,7
27017,2768,36,86,7
27018,2854,36,0,1
27019,2692,36,162,2
27020,2837,36,17,5
27021,2889,36,35,7
27022,2854,36,0,7
27023,2848,36,76,1
27024,2862,36,32,1
27025,2854,36,0,6
27026,2854,36,0,7
27027,2851,36,7,7
27028,2854,36,0,5
27029,2840,36,84,7
27030,2723,36,131,1
27031,2847,36,7,1
27032,2674,36,180,7
27033,2548,36,306,2
27034,2851,36,3,7
27035,2854,36,0,5
27036,2852,36,72,7
27037,2849,36,5,7
27038,2725,36,129,7
27039,2854,36,0,5
27040,2774,36,80,7
27041,2854,36,0,5
27042,2831,36,23,7
27043,2853,36,1,1
27044,2818,36,36,5
27045,2854,36,0,7
27046,2720,36,144,7
27047,2809,36,45,7
27048,2726,36,128,7
27049,2854,36,0,2
27050,2805,36,49,7
27051,2822,36,32,7
27052,2846,36,8,7
27053,2854,36,0,7
27054,2846,36,8,7
27055,2829,36,25,5
27056,2854,36,0,5
27057,2807,36,47,7
27058,2843,36,11,1
27059,2854,36,0,5
27060,2850,36,4,1
27061,2706,36,148,7
27062,2833,36,21,7
27063,2854,36,0,2
27064,2851,36,3,7
27065,2824,36,30,1
27066,2605,36,249,7
27067,2834,36,20,7
27068,2854,36,0,7
27069,2810,36,44,7
27070,2854,36,0,7
27071,2803,36,51,7
27072,2792,36,62,5
27073,2823,36,31,7
27074,2780,36,74,5
27075,2731,36,123,7
27076,2784,36,76,1
27077,2797,36,103,1
27078,2579,36,275,7
27079,2765,36,89,7
27080,2838,36,16,7
27081,2852,36,2,7
27082,2842,36,12,7
27083,2852,36,2,5
27084,2853,36,1,2
27085,2837,36,17,1
27086,2826,36,28,7
27087,2810,36,44,7
27088,2741,36,113,1
27089,2854,36,0,2
27090,2854,36,0,5
27091,2854,36,0,2
27092,2883,36,41,7
27093,2757,36,97,2
27094,2850,36,4,1
27095,2854,36,0,5
27096,2854,36,0,5
27097,2843,36,11,1
27098,2854,36,0,5
27099,2854,36,0,7
27100,2772,36,82,1
27101,2881,26,31,1
27102,2864,26,0,5
27103,2845,26,19,5
27104,2830,26,34,5
27105,2844,26,20,7
27106,2700,26,164,5
27107,2801,26,63,5
27108,2861,26,3,5
27109,2864,26,0,5
27110,2864,26,0,7
27111,2831,26,33,5
27112,2791,26,73,5
27113,2864,26,0,7
27114,2811,26,53,5
27115,2766,26,98,7
27116,2778,26,86,5
27117,2864,26,0,5
27118,2702,26,162,5
27119,2847,26,17,5
27120,2829,26,35,5
27121,2864,26,0,5
27122,2788,26,76,5
27123,2832,26,32,5
27124,2864,26,0,5
27125,2864,26,0,5
27126,2857,26,7,7
27127,2864,26,0,7
27128,2780,26,84,7
27129,2733,26,131,5
27130,2857,26,7,5
27131,2684,26,180,5
27132,2558,26,306,5
27133,2861,26,3,5
27134,2864,26,0,7
27135,2792,26,72,5
27136,2859,26,5,5
27137,2735,26,129,5
27138,2864,26,0,7
27139,2784,26,80,5
27140,2864,26,0,7
27141,2865,26,23,7
27142,2863,26,1,5
27143,2828,26,36,5
27144,2864,26,0,5
27145,2720,26,144,5
27146,2819,26,45,5
27147,2738,26,128,5
27148,2864,26,0,5
27149,2815,26,49,5
27150,2832,26,32,5
27151,2856,26,8,5
27152,2864,26,0,5
27153,2856,26,8,5
27154,2839,26,25,5
27155,2864,26,0,7
27156,2817,26,47,5
27157,2853,26,11,5
27158,2864,26,0,7
27159,2860,26,4,7
27160,2716,26,148,7
27161,2843,26,21,5
27162,2864,26,0,7
27163,2861,26,3,5
27164,2834,26,30,5
27165,2615,26,249,5
27166,2844,26,20,5
27167,2864,26,0,5
27168,2820,26,44,5
27169,2864,26,0,5
27170,2813,26,51,5
27171,2802,26,62,5
27172,2849,26,31,5
27173,2790,26,74,5
27174,2741,26,123,5
27175,2788,26,76,5
27176,2761,26,103,5
27177,2595,26,275,5
27178,2775,26,89,5
27179,2848,26,16,5
27180,2862,26,2,5
27181,2852,26,12,5
27182,2862,26,2,5
27183,2863,26,1,5
27184,2847,26,17,7
27185,2836,26,28,5
27186,2820,26,44,5
27187,2751,26,113,5
27188,2864,26,0,5
27189,2864,26,0,7
27190,2864,26,0,5
27191,2823,26,41,5
27192,2767,26,97,5
27193,2860,26,4,5
27194,2864,26,0,5
27195,2864,26,0,7
27196,2853,26,11,5
27197,2864,26,0,7
27198,2864,26,0,5
27199,2782,26,82,5
27200,2859,31,0,5
27201,2840,31,19,5
27202,2825,31,34,5
27203,2839,31,20,1
27204,2695,31,164,5
27205,2796,31,63,1
27206,2856,31,3,5
27207,2859,31,0,5
27208,2859,31,0,7
27209,2826,31,33,5
27210,2786,31,73,1
27211,2859,31,0,7
27212,2806,31,53,5
27213,2761,31,98,7
27214,2773,31,86,7
27215,2859,31,0,1
27216,2697,31,162,5
27217,2842,31,17,1
27218,2824,31,35,7
27219,2859,31,0,5
27220,2783,31,76,1
27221,2827,31,32,5
27222,2859,31,0,5
27223,2859,31,0,5
27224,2852,31,7,7
27225,2859,31,0,7
27226,2775,31,84,7
27227,2728,31,131,1
27228,2852,31,7,5
27229,2679,31,180,1
27230,2553,31,306,1
27231,2856,31,3,5
27232,2859,31,0,7
27233,2787,31,72,7
27234,2854,31,5,5
27235,2730,31,129,1
27236,2859,31,0,7
27237,2779,31,80,7
27238,2859,31,0,7
27239,2864,31,23,7
27240,2858,31,1,5
27241,2823,31,36,1
27242,2859,31,0,5
27243,2715,31,144,5
27244,2814,31,45,7
27245,2735,31,128,5
27246,2859,31,0,2
27247,2810,31,49,1
