,Common Values,Drug 1 total substructures,Drug 2 total substructures
17064,2775,0.0,36.0
17065,2717,0.0,0.0
17066,2739,0.0,144.0
17067,2778,0.0,45.0
17068,2725,0.0,128.0
17069,2735,0.0,0.0
17070,2610,0.0,49.0
17071,2756,0.0,32.0
17072,2756,0.0,8.0
17073,2777,0.0,0.0
17074,2738,0.0,8.0
17075,2740,0.0,25.0
17076,2758,0.0,0.0
17077,2776,0.0,47.0
17078,2788,0.0,11.0
17079,2748,0.0,0.0
17080,2777,0.0,4.0
17081,2723,0.0,148.0
17082,2778,0.0,21.0
17083,2754,0.0,0.0
17084,2757,0.0,3.0
17085,2705,0.0,30.0
17086,2778,0.0,249.0
17087,2733,0.0,20.0
17088,2765,0.0,0.0
17089,2740,0.0,44.0
17090,2564,0.0,0.0
17091,2765,0.0,51.0
17092,2647,0.0,62.0
17093,2778,0.0,31.0
17094,2777,0.0,74.0
17095,2726,0.0,123.0
17096,2777,0.0,76.0
17097,2657,0.0,103.0
17098,2761,0.0,275.0
17099,2754,0.0,89.0
17100,2754,0.0,16.0
17101,2763,0.0,2.0
17102,2548,0.0,12.0
17103,2737,0.0,2.0
17104,2733,0.0,1.0
17105,2751,0.0,17.0
17106,2551,0.0,28.0
17107,2776,0.0,44.0
17108,2769,0.0,113.0
17109,2778,0.0,0.0
17110,2778,0.0,0.0
17111,2765,0.0,0.0
17112,2724,0.0,41.0
17113,2741,0.0,97.0
17114,2562,0.0,4.0
17115,2777,0.0,0.0
17116,2778,0.0,0.0
17117,2777,0.0,11.0
17118,2777,0.0,0.0
17119,2726,0.0,0.0
17120,2750,0.0,82.0
17121,2755,0.0,11.0
17122,2742,0.0,47.0
17123,2752,0.0,7.0
17124,2747,,
17125,2778,0.0,112.0
17126,2759,0.0,53.0
17127,2744,0.0,171.0
17128,2758,0.0,69.0
17129,2614,0.0,45.0
17130,2715,0.0,59.0
17131,2775,0.0,0.0
17132,2778,0.0,8.0
17133,2778,0.0,75.0
17134,2745,,
17135,2725,0.0,11.0
17136,2778,0.0,85.0
17137,2725,0.0,5.0
17138,2680,0.0,224.0
17139,2698,0.0,16.0
17140,2778,0.0,0.0
17141,2630,0.0,3.0
17142,2761,0.0,61.0
17143,2743,0.0,39.0
17144,2778,0.0,0.0
17145,2702,0.0,73.0
17146,2746,,
17147,2778,0.0,178.0
17148,2778,0.0,22.0
17149,2771,,
17150,2778,,
17151,2694,,
17152,2647,0.0,38.0
17153,2771,,
17154,2612,0.0,2.0
17155,2484,0.0,60.0
17156,2775,0.0,30.0
17157,2778,0.0,1.0
17158,2706,,
17159,2773,0.0,0.0
17160,2675,,
17161,2778,,
17162,2698,,
17163,2778,0.0,0.0
17164,2755,0.0,45.0
17165,2777,,
17166,2742,0.0,38.0
17167,2778,,
17168,2640,,
17169,2753,0.0,139.0
17170,2650,0.0,0.0
17171,2778,0.0,1.0
17172,2729,0.0,25.0
17173,2746,0.0,78.0
17174,2774,,
17175,2778,0.0,121.0
17176,2770,0.0,67.0
17177,2767,0.0,24.0
17178,2778,0.0,24.0
17179,2731,0.0,15.0
17180,2767,0.0,230.0
17181,2778,0.0,41.0
17182,2774,0.0,45.0
17183,2630,0.0,27.0
17184,2757,0.0,237.0
17185,2778,0.0,2.0
17186,2775,0.0,9.0
17187,2748,0.0,0.0
17188,2563,,
17189,2758,0.0,13.0
17190,2778,0.0,58.0
17191,2734,,
17192,2778,0.0,216.0
17193,2727,,
17194,2720,0.0,0.0
17195,2747,,
17196,2754,0.0,1.0
17197,2655,0.0,52.0
17198,2702,0.0,28.0
17199,2675,,
17200,2515,0.0,36.0
17201,2795,0.0,26.0
17202,2762,0.0,31.0
17203,2776,,
17204,2766,,
17205,2776,0.0,34.0
17206,2777,0.0,20.0
17207,2761,,
17208,2762,0.0,63.0
17209,2734,0.0,3.0
17210,2679,0.0,0.0
17211,2778,0.0,0.0
17212,2778,,
17213,2778,0.0,73.0
17214,2737,0.0,0.0
17215,2681,,
17216,2774,0.0,98.0
17217,2778,0.0,86.0
17218,2778,0.0,0.0
17219,2767,0.0,162.0
17220,2778,0.0,17.0
17221,2778,0.0,35.0
17222,2720,,
17223,2694,0.0,76.0
17224,2768,0.0,32.0
17225,2792,,
17226,2778,,
17227,2837,0.0,7.0
17228,2829,0.0,0.0
17229,2832,,
17230,2826,0.0,131.0
17231,2752,0.0,7.0
17232,2832,,
17233,2671,0.0,306.0
17234,2821,,
17235,2837,0.0,0.0
17236,2834,0.0,72.0
17237,2776,0.0,5.0
17238,2798,0.0,129.0
17239,2837,0.0,0.0
17240,2764,0.0,80.0
17241,2794,0.0,0.0
17242,2661,,
17243,2815,0.0,1.0
17244,2803,0.0,36.0
17245,2836,,
17246,2791,,
17247,2799,0.0,45.0
17248,2817,,
17249,2835,0.0,0.0
17250,2777,0.0,49.0
17251,2807,,
17252,2836,0.0,8.0
17253,2782,,
17254,2837,0.0,8.0
17255,2813,0.0,25.0
17256,2816,0.0,0.0
17257,2834,0.0,47.0
17258,2837,0.0,11.0
17259,2794,0.0,0.0
17260,2824,0.0,4.0
17261,2799,,
17262,2631,0.0,21.0
17263,2824,0.0,0.0
17264,2758,0.0,3.0
17265,2837,0.0,30.0
17266,2759,0.0,249.0
17267,2792,0.0,20.0
17268,2716,0.0,0.0
17269,2770,0.0,44.0
17270,2813,0.0,0.0
17271,2813,0.0,51.0
17272,2822,0.0,62.0
17273,2629,,
17274,2796,0.0,74.0
17275,2792,0.0,123.0
17276,2810,0.0,76.0
17277,2602,0.0,103.0
17278,2835,0.0,275.0
17279,2828,,
17280,2837,0.0,16.0
17281,2837,,
17282,2824,0.0,12.0
17283,2785,0.0,2.0
17284,2800,0.0,1.0
17285,2679,0.0,17.0
17286,2792,,
17287,2837,,
17288,2836,0.0,113.0
17289,2836,0.0,0.0
17290,2785,0.0,0.0
17291,2809,0.0,0.0
17292,2792,0.0,41.0
17293,2871,0.0,97.0
17294,2811,0.0,4.0
17295,2806,0.0,0.0
17296,2837,0.0,0.0
17297,2818,0.0,11.0
17298,2803,0.0,0.0
17299,2817,,
17300,2673,0.0,82.0
17301,2778,11.0,47.0
17302,2834,11.0,7.0
17303,2837,11.0,40.0
17304,2837,11.0,112.0
17305,2804,11.0,53.0
17306,2764,11.0,171.0
17307,2837,11.0,69.0
17308,2784,11.0,45.0
17309,2793,11.0,59.0
17310,2751,11.0,0.0
17311,2837,11.0,8.0
17312,2675,11.0,75.0
17313,2820,11.0,16.0
17314,2872,11.0,11.0
17315,2837,11.0,85.0
17316,2831,11.0,5.0
17317,2845,11.0,224.0
17318,2837,11.0,16.0
17319,2837,11.0,0.0
17320,2834,11.0,3.0
17321,2837,11.0,61.0
17322,2855,11.0,39.0
17323,2706,11.0,0.0
17324,2830,11.0,73.0
17325,2657,11.0,43.0
17326,2533,11.0,178.0
17327,2834,11.0,22.0
17328,2837,11.0,34.0
17329,2835,11.0,1.0
17330,2832,11.0,46.0
17331,2708,11.0,38.0
17332,2837,11.0,20.0
17333,2757,11.0,2.0
17334,2837,11.0,60.0
17335,2814,11.0,30.0
17336,2836,11.0,1.0
17337,2801,11.0,55.0
17338,2837,11.0,0.0
17339,2703,11.0,24.0
17340,2792,11.0,21.0
17341,2709,11.0,73.0
17342,2837,11.0,0.0
17343,2788,11.0,45.0
17344,2805,11.0,13.0
17345,2829,11.0,38.0
17346,2837,11.0,214.0
17347,2829,11.0,13.0
17348,2812,11.0,139.0
17349,2837,11.0,0.0
17350,2790,11.0,1.0
17351,2826,,
17352,2837,11.0,78.0
17353,2833,11.0,45.0
17354,2689,11.0,121.0
17355,2816,11.0,67.0
17356,2837,11.0,24.0
17357,2834,11.0,24.0
17358,2807,11.0,15.0
17359,2590,11.0,230.0
17360,2817,11.0,41.0
17361,2837,11.0,45.0
17362,2793,11.0,27.0
17363,2837,11.0,237.0
17364,2786,11.0,2.0
17365,2775,11.0,9.0
17366,2806,11.0,0.0
17367,2763,11.0,0.0
17368,2714,11.0,13.0
17369,2769,11.0,58.0
17370,2780,11.0,37.0
17371,2562,11.0,216.0
17372,2748,11.0,45.0
17373,2821,11.0,0.0
17374,2835,11.0,1.0
17375,2825,11.0,1.0
17376,2835,11.0,52.0
17377,2836,11.0,28.0
17378,2820,11.0,45.0
17379,2809,11.0,36.0
17380,2793,11.0,26.0
17381,2724,11.0,31.0
17382,2837,11.0,0.0
17383,2837,11.0,19.0
17384,2837,11.0,34.0
17385,2866,11.0,20.0
17386,2740,11.0,164.0
17387,2833,11.0,63.0
17388,2837,11.0,3.0
17389,2837,11.0,0.0
17390,2826,11.0,0.0
17391,2837,11.0,33.0
17392,2837,11.0,73.0
17393,2755,11.0,0.0
17394,2660,11.0,53.0
17395,2674,11.0,98.0
17396,2660,11.0,86.0
17397,2719,11.0,0.0
17398,2711,11.0,162.0
17399,2668,11.0,17.0
17400,2703,11.0,35.0
17401,2708,11.0,0.0
17402,2634,11.0,76.0
17403,2714,11.0,32.0
17404,2837,11.0,0.0
17405,2703,11.0,0.0
17406,2719,11.0,7.0
17407,2716,11.0,0.0
17408,2666,11.0,84.0
17409,2680,11.0,131.0
17410,2719,11.0,7.0
17411,2646,11.0,180.0
17412,2676,11.0,306.0
17413,2565,11.0,3.0
17414,2697,11.0,0.0
17415,2685,11.0,72.0
17416,2718,11.0,5.0
17417,2673,11.0,129.0
17418,2681,11.0,0.0
17419,2699,11.0,80.0
17420,2717,11.0,0.0
17421,2661,11.0,23.0
17422,2689,11.0,1.0
17423,2718,11.0,36.0
17424,2664,11.0,0.0
17425,2719,11.0,144.0
17426,2709,11.0,45.0
17427,2698,11.0,128.0
17428,2670,11.0,0.0
17429,2719,11.0,49.0
17430,2674,11.0,32.0
17431,2706,11.0,8.0
17432,2681,11.0,0.0
17433,2523,11.0,8.0
17434,2706,11.0,25.0
17435,2720,11.0,0.0
17436,2719,11.0,47.0
17437,2718,11.0,11.0
17438,2694,11.0,0.0
17439,2653,11.0,4.0
17440,2674,11.0,148.0
17441,2606,11.0,21.0
17442,2652,11.0,0.0
17443,2695,11.0,3.0
17444,2695,11.0,30.0
17445,2704,11.0,249.0
17446,2771,11.0,20.0
17447,2678,11.0,0.0
17448,2674,11.0,44.0
17449,2692,11.0,0.0
17450,2506,11.0,51.0
17451,2717,11.0,62.0
17452,2710,11.0,31.0
17453,2719,11.0,74.0
17454,2719,11.0,123.0
17455,2706,11.0,76.0
17456,2661,11.0,103.0
17457,2696,11.0,275.0
17458,2845,11.0,89.0
17459,2674,11.0,16.0
17460,2719,11.0,2.0
17461,2718,11.0,12.0
17462,2718,11.0,2.0
17463,2667,11.0,1.0
17464,2691,11.0,17.0
17465,2674,11.0,28.0
17466,2707,11.0,44.0
17467,2693,11.0,113.0
17468,2688,11.0,0.0
17469,2719,11.0,0.0
17470,2700,11.0,0.0
17471,2685,11.0,41.0
17472,2699,11.0,97.0
17473,2575,11.0,4.0
17474,2660,11.0,0.0
17475,2716,11.0,0.0
17476,2719,11.0,11.0
17477,2719,11.0,0.0
17478,2686,11.0,0.0
17479,2646,11.0,82.0
17480,2719,47.0,7.0
17481,2666,47.0,40.0
17482,2667,47.0,112.0
17483,2633,47.0,53.0
17484,2719,47.0,171.0
17485,2575,47.0,69.0
17486,2702,47.0,45.0
17487,2708,47.0,59.0
17488,2719,47.0,0.0
17489,2667,47.0,8.0
17490,2707,47.0,75.0
17491,2719,,
17492,2719,47.0,11.0
17493,2712,47.0,85.0
17494,2719,47.0,5.0
17495,2677,47.0,224.0
17496,2600,47.0,16.0
17497,2712,47.0,0.0
17498,2555,47.0,3.0
17499,2445,47.0,61.0
17500,2716,47.0,39.0
17501,2719,47.0,0.0
17502,2671,47.0,73.0
17503,2714,47.0,43.0
17504,2592,47.0,178.0
17505,2719,47.0,22.0
17506,2653,47.0,34.0
17507,2719,47.0,1.0
17508,2696,47.0,46.0
17509,2718,47.0,38.0
17510,2683,47.0,20.0
17511,2719,47.0,2.0
17512,2605,47.0,60.0
17513,2674,47.0,30.0
17514,2595,47.0,1.0
17515,2719,47.0,55.0
17516,2670,47.0,0.0
17517,2687,47.0,24.0
17518,2711,47.0,21.0
17519,2719,47.0,73.0
17520,2711,47.0,0.0
17521,2694,47.0,45.0
17522,2719,47.0,13.0
17523,2672,47.0,38.0
17524,2708,47.0,214.0
17525,2719,,
17526,2715,47.0,139.0
17527,2579,47.0,0.0
17528,2698,47.0,1.0
17529,2719,,
17530,2716,47.0,78.0
17531,2689,47.0,45.0
17532,2582,47.0,121.0
17533,2699,47.0,67.0
17534,2719,47.0,24.0
17535,2675,47.0,24.0
17536,2719,47.0,15.0
17537,2672,47.0,230.0
17538,2663,47.0,41.0
17539,2688,47.0,45.0
17540,2645,47.0,27.0
17541,2604,47.0,237.0
17542,2671,47.0,2.0
17543,2702,47.0,9.0
17544,2460,47.0,0.0
17545,2630,47.0,0.0
17546,2703,47.0,13.0
17547,2717,47.0,58.0
17548,2707,47.0,37.0
17549,2717,47.0,216.0
17550,2718,47.0,45.0
17551,2702,47.0,0.0
17552,2691,47.0,1.0
17553,2675,47.0,1.0
17554,2612,47.0,52.0
17555,2719,47.0,28.0
17556,2719,47.0,45.0
17557,2719,47.0,36.0
17558,2702,47.0,26.0
17559,2630,47.0,31.0
17560,2715,47.0,0.0
17561,2719,47.0,19.0
17562,2719,47.0,34.0
17563,2708,47.0,20.0
17564,2719,47.0,164.0
17565,2719,47.0,63.0
17566,2645,47.0,3.0
17567,2776,47.0,0.0
17568,2766,47.0,0.0
17569,2821,47.0,33.0
17570,2813,47.0,73.0
17571,2754,47.0,0.0
17572,2810,47.0,53.0
17573,2738,47.0,98.0
17574,2816,47.0,86.0
17575,2607,47.0,0.0
17576,2813,47.0,162.0
17577,2821,47.0,17.0
17578,2818,47.0,35.0
17579,2762,47.0,0.0
17580,2782,47.0,76.0
17581,2821,47.0,32.0
17582,2748,47.0,0.0
17583,2782,47.0,0.0
17584,2647,47.0,7.0
17585,2799,47.0,0.0
17586,2787,47.0,84.0
17587,2820,47.0,131.0
17588,2775,47.0,7.0
17589,2783,47.0,180.0
17590,2801,47.0,306.0
17591,2819,47.0,3.0
17592,2761,47.0,0.0
17593,2791,47.0,72.0
17594,2820,47.0,5.0
17595,2766,47.0,129.0
17596,2821,47.0,0.0
17597,2797,47.0,80.0
17598,2800,47.0,0.0
17599,2752,47.0,23.0
17600,2821,47.0,1.0
17601,2776,47.0,36.0
17602,2808,47.0,0.0
17603,2783,47.0,144.0
17604,2613,47.0,45.0
17605,2808,47.0,128.0
17606,2692,47.0,0.0
17607,2821,47.0,49.0
17608,2820,47.0,32.0
17609,2745,47.0,8.0
17610,2776,47.0,0.0
17611,2702,47.0,8.0
17612,2754,47.0,25.0
17613,2797,47.0,0.0
17614,2797,47.0,47.0
17615,2806,47.0,11.0
17616,2623,47.0,0.0
17617,2780,47.0,4.0
17618,2776,47.0,148.0
17619,2794,47.0,21.0
17620,2588,47.0,0.0
17621,2819,47.0,3.0
17622,2812,47.0,30.0
17623,2821,47.0,249.0
17624,2821,47.0,20.0
17625,2808,47.0,0.0
17626,2769,47.0,44.0
17627,2784,47.0,0.0
17628,2615,47.0,51.0
17629,2776,47.0,62.0
17630,2821,47.0,31.0
17631,2820,47.0,74.0
17632,2820,47.0,123.0
17633,2771,47.0,76.0
17634,2793,47.0,103.0
17635,2776,47.0,275.0
17636,2785,47.0,89.0
17637,2795,47.0,16.0
17638,2790,47.0,2.0
17639,2821,47.0,12.0
17640,2802,47.0,2.0
17641,2787,47.0,1.0
17642,2801,47.0,17.0
17643,2659,47.0,28.0
17644,2760,47.0,44.0
17645,2818,47.0,113.0
17646,2821,47.0,0.0
17647,2821,47.0,0.0
17648,2788,47.0,0.0
17649,2748,47.0,41.0
17650,2821,47.0,97.0
17651,2768,47.0,4.0
17652,2739,47.0,0.0
17653,2735,47.0,0.0
17654,2821,47.0,11.0
17655,2659,47.0,0.0
17656,2804,47.0,0.0
17657,2786,47.0,82.0
17658,2821,,
17659,2745,7.0,112.0
17660,2799,7.0,53.0
17661,2821,7.0,171.0
17662,2821,7.0,69.0
17663,2814,7.0,45.0
17664,2821,7.0,59.0
17665,2739,7.0,0.0
17666,2700,7.0,8.0
17667,2814,7.0,75.0
17668,2645,7.0,16.0
17669,2521,7.0,11.0
17670,2818,7.0,85.0
17671,2821,7.0,5.0
17672,2757,7.0,224.0
17673,2816,7.0,16.0
17674,2694,7.0,0.0
17675,2821,7.0,3.0
17676,2741,7.0,61.0
17677,2821,7.0,39.0
17678,2798,7.0,0.0
17679,2820,7.0,73.0
17680,2785,7.0,43.0
17681,2821,7.0,178.0
17682,2681,7.0,22.0
17683,2776,7.0,34.0
17684,2697,7.0,1.0
17685,2821,7.0,46.0
17686,2772,7.0,38.0
17687,2789,7.0,20.0
17688,2813,7.0,2.0
17689,2821,7.0,60.0
17690,2813,7.0,30.0
17691,2796,7.0,1.0
17692,2821,,
17693,2774,7.0,0.0
17694,2810,,
17695,2821,,
17696,2817,7.0,73.0
17697,2679,7.0,0.0
17698,2800,7.0,45.0
17699,2821,,
17700,2818,7.0,38.0
17701,2791,7.0,214.0
17702,2616,,
17703,2801,7.0,139.0
17704,2821,7.0,0.0
17705,2777,7.0,1.0
17706,2821,,
17707,2782,,
17708,2763,,
17709,2790,7.0,121.0
17710,2747,7.0,67.0
17711,2700,7.0,24.0
17712,2747,7.0,24.0
17713,2732,7.0,15.0
17714,2554,7.0,230.0
17715,2732,7.0,41.0
17716,2805,7.0,45.0
17717,2819,7.0,27.0
17718,2811,7.0,237.0
17719,2819,7.0,2.0
17720,2820,,
17721,2804,7.0,0.0
17722,2793,7.0,0.0
17723,2777,7.0,13.0
17724,2708,7.0,58.0
17725,2821,,
17726,2821,7.0,216.0
17727,2821,,
17728,2780,7.0,0.0
17729,2726,7.0,1.0
17730,2817,7.0,1.0
17731,2821,7.0,52.0
17732,2821,7.0,28.0
17733,2810,7.0,45.0
17734,2821,7.0,36.0
17735,2821,7.0,26.0
17736,2739,7.0,31.0
17737,2786,,
17738,2845,,
17739,2837,7.0,34.0
17740,2770,7.0,20.0
17741,2829,,
17742,2834,,
17743,2760,7.0,3.0
17744,2840,7.0,0.0
17745,2621,7.0,0.0
17746,2829,7.0,33.0
17747,2845,7.0,73.0
17748,2842,7.0,0.0
17749,2784,,
17750,2806,7.0,98.0
17751,2845,7.0,86.0
17752,2772,7.0,0.0
17753,2802,7.0,162.0
17754,2675,7.0,17.0
17755,2823,7.0,35.0
17756,2811,,
17757,2844,7.0,76.0
17758,2799,7.0,32.0
17759,2807,7.0,0.0
17760,2825,,
17761,2843,7.0,7.0
17762,2785,7.0,0.0
17763,2815,7.0,84.0
17764,2844,7.0,131.0
17765,2790,7.0,7.0
17766,2845,7.0,180.0
17767,2821,7.0,306.0
17768,2824,,
17769,2772,7.0,0.0
17770,2845,7.0,72.0
17771,2800,7.0,5.0
17772,2832,7.0,129.0
17773,2807,7.0,0.0
17774,2641,7.0,80.0
17775,2706,7.0,0.0
17776,2845,7.0,23.0
17777,2844,7.0,1.0
17778,2773,7.0,36.0
17779,2800,,
17780,2724,,
17781,2778,7.0,45.0
17782,2821,,
17783,2821,7.0,0.0
17784,2830,7.0,49.0
17785,2617,,
17786,2804,7.0,8.0
17787,2800,,
17788,2824,7.0,8.0
17789,2616,7.0,25.0
17790,2843,7.0,0.0
17791,2836,7.0,47.0
17792,2845,7.0,11.0
17793,2845,7.0,0.0
17794,2832,7.0,4.0
17795,2787,7.0,148.0
17796,2812,7.0,21.0
17797,2629,7.0,0.0
17798,2800,7.0,3.0
17799,2845,7.0,30.0
17800,2844,7.0,249.0
17801,2844,7.0,20.0
17802,2793,7.0,0.0
17803,2817,,
17804,2800,7.0,0.0
17805,2809,7.0,51.0
17806,2819,,
17807,2814,7.0,31.0
17808,2845,7.0,74.0
17809,2826,7.0,123.0
17810,2811,7.0,76.0
17811,2825,7.0,103.0
17812,2749,7.0,275.0
17813,2782,,
17814,2842,7.0,16.0
17815,2845,,
17816,2845,7.0,12.0
17817,2812,7.0,2.0
17818,2772,7.0,1.0
17819,2845,7.0,17.0
17820,2792,,
17821,2749,,
17822,2791,7.0,113.0
17823,2845,7.0,0.0
17824,2731,7.0,0.0
17825,2828,7.0,0.0
17826,2810,7.0,41.0
17827,2845,7.0,97.0
17828,2769,7.0,4.0
17829,2813,7.0,0.0
17830,2845,7.0,0.0
17831,2845,7.0,11.0
17832,2838,7.0,0.0
17833,2845,,
17834,2761,7.0,82.0
17835,2716,40.0,112.0
17836,2838,40.0,53.0
17837,2669,40.0,171.0
17838,2543,40.0,69.0
17839,2842,40.0,45.0
17840,2845,40.0,59.0
17841,2773,40.0,0.0
17842,2840,40.0,8.0
17843,2716,40.0,75.0
17844,2845,,
17845,2765,40.0,11.0
17846,2845,40.0,85.0
17847,2822,40.0,5.0
17848,2844,40.0,224.0
17849,2809,40.0,16.0
17850,2845,40.0,0.0
17851,2705,40.0,3.0
17852,2800,40.0,61.0
17853,2717,40.0,39.0
17854,2845,40.0,0.0
17855,2800,40.0,73.0
17856,2813,40.0,43.0
17857,2837,40.0,178.0
17858,2845,40.0,22.0
17859,2837,40.0,34.0
17860,2820,40.0,1.0
17861,2845,40.0,46.0
17862,2798,40.0,38.0
17863,2834,40.0,20.0
17864,2845,40.0,2.0
17865,2841,40.0,60.0
17866,2697,40.0,30.0
17867,2824,40.0,1.0
17868,2845,40.0,55.0
17869,2842,40.0,0.0
17870,2815,40.0,24.0
17871,2602,40.0,21.0
17872,2825,40.0,73.0
17873,2845,40.0,0.0
17874,2801,40.0,45.0
17875,2845,40.0,13.0
17876,2794,40.0,38.0
17877,2783,40.0,214.0
17878,2814,,
17879,2771,40.0,139.0
17880,2726,40.0,0.0
17881,2769,,
17882,2742,,
17883,2576,40.0,78.0
17884,2756,40.0,45.0
17885,2829,40.0,121.0
17886,2843,40.0,67.0
17887,2833,40.0,24.0
17888,2843,40.0,24.0
17889,2844,40.0,15.0
17890,2828,40.0,230.0
17891,2817,40.0,41.0
17892,2801,40.0,45.0
17893,2744,40.0,27.0
17894,2845,40.0,237.0
17895,2845,40.0,2.0
17896,2845,40.0,9.0
17897,2804,40.0,0.0
17898,2748,40.0,0.0
17899,2841,40.0,13.0
17900,2845,40.0,58.0
17901,2845,40.0,37.0
17902,2834,40.0,216.0
17903,2845,40.0,45.0
17904,2845,40.0,0.0
17905,2765,40.0,1.0
17906,2831,40.0,1.0
17907,2823,40.0,52.0
17908,2756,40.0,28.0
17909,2820,40.0,45.0
17910,2748,40.0,36.0
17911,2826,40.0,26.0
17912,2607,40.0,31.0
17913,2815,40.0,0.0
17914,2831,40.0,19.0
17915,2828,40.0,34.0
17916,2772,40.0,20.0
17917,2798,40.0,164.0
17918,2831,40.0,63.0
17919,2772,40.0,3.0
17920,2788,40.0,0.0
17921,2661,40.0,0.0
17922,2809,40.0,33.0
17923,2797,40.0,73.0
17924,2830,40.0,0.0
17925,2785,40.0,53.0
17926,2793,40.0,98.0
17927,2811,40.0,86.0
17928,2829,40.0,0.0
17929,2771,40.0,162.0
17930,2811,40.0,17.0
17931,2830,40.0,35.0
17932,2776,40.0,0.0
17933,2831,40.0,76.0
17934,2813,40.0,32.0
17935,2810,40.0,0.0
17936,2758,40.0,0.0
17937,2831,40.0,7.0
17938,2796,40.0,0.0
17939,2818,40.0,84.0
17940,2793,40.0,131.0
17941,2619,40.0,7.0
17942,2692,40.0,180.0
17943,2831,40.0,306.0
17944,2830,40.0,3.0
17945,2806,40.0,0.0
17946,2753,40.0,72.0
17947,2786,40.0,5.0
17948,2780,40.0,129.0
17949,2780,40.0,0.0
17950,2807,40.0,80.0
17951,2807,40.0,0.0
17952,2816,40.0,23.0
17953,2603,40.0,1.0
17954,2790,40.0,36.0
17955,2796,40.0,0.0
17956,2804,40.0,144.0
17957,2602,40.0,45.0
17958,2829,40.0,128.0
17959,2822,40.0,0.0
17960,2831,40.0,49.0
17961,2831,40.0,32.0
17962,2818,40.0,8.0
17963,2789,40.0,0.0
17964,2794,40.0,8.0
17965,2615,40.0,25.0
17966,2786,40.0,0.0
17967,2831,40.0,47.0
17968,2830,40.0,11.0
17969,2832,40.0,0.0
17970,2781,40.0,4.0
17971,2807,40.0,148.0
17972,2786,40.0,21.0
17973,2795,40.0,0.0
17974,2805,40.0,3.0
17975,2800,40.0,30.0
17976,2831,40.0,249.0
17977,2812,40.0,20.0
17978,2807,40.0,0.0
17979,2811,40.0,44.0
17980,2673,40.0,0.0
17981,2770,40.0,51.0
17982,2828,40.0,62.0
17983,2831,40.0,31.0
17984,2831,40.0,74.0
17985,2798,40.0,123.0
17986,2772,40.0,76.0
17987,2831,40.0,103.0
17988,2778,40.0,275.0
17989,2735,40.0,89.0
17990,2745,40.0,16.0
17991,2831,40.0,2.0
17992,2671,40.0,12.0
17993,2814,40.0,2.0
17994,2796,40.0,1.0
17995,2831,40.0,17.0
17996,2755,40.0,28.0
17997,2799,40.0,44.0
17998,2831,40.0,113.0
17999,2831,40.0,0.0
18000,2824,40.0,0.0
18001,2831,40.0,0.0
18002,2747,40.0,41.0
18003,2702,40.0,97.0
18004,2824,40.0,4.0
18005,2697,40.0,0.0
18006,2571,40.0,0.0
18007,2828,40.0,11.0
18008,2831,40.0,0.0
18009,2759,40.0,0.0
18010,2826,40.0,82.0
18011,2702,112.0,53.0
18012,2831,112.0,171.0
18013,2755,112.0,69.0
18014,2831,112.0,45.0
18015,2808,112.0,59.0
18016,2830,112.0,0.0
18017,2795,112.0,8.0
18018,2831,112.0,75.0
18019,2691,,
18020,2800,112.0,11.0
18021,2705,112.0,85.0
18022,2831,112.0,5.0
18023,2782,112.0,224.0
18024,2799,112.0,16.0
18025,2823,112.0,0.0
18026,2831,112.0,3.0
18027,2823,112.0,61.0
18028,2806,112.0,39.0
18029,2831,112.0,0.0
18030,2784,112.0,73.0
18031,2820,112.0,43.0
18032,2831,112.0,178.0
18033,2827,112.0,22.0
18034,2753,112.0,34.0
18035,2814,112.0,1.0
18036,2831,112.0,46.0
18037,2828,112.0,38.0
18038,2811,112.0,20.0
18039,2590,112.0,2.0
18040,2811,112.0,60.0
18041,2831,112.0,30.0
18042,2787,112.0,1.0
18043,2831,112.0,55.0
18044,2782,112.0,0.0
18045,2769,112.0,24.0
18046,2800,112.0,21.0
18047,2757,112.0,73.0
18048,2710,112.0,0.0
18049,2755,112.0,45.0
18050,2728,112.0,13.0
18051,2602,112.0,38.0
18052,2742,112.0,214.0
18053,2815,112.0,13.0
18054,2829,112.0,139.0
18055,2819,112.0,0.0
18056,2829,112.0,1.0
18057,2830,,
18058,2814,112.0,78.0
18059,2803,112.0,45.0
18060,2787,112.0,121.0
18061,2720,112.0,67.0
18062,2831,112.0,24.0
18063,2831,112.0,24.0
18064,2831,112.0,15.0
18065,2790,112.0,230.0
18066,2804,112.0,41.0
18067,2827,112.0,45.0
18068,2831,112.0,27.0
18069,2831,112.0,237.0
18070,2820,112.0,2.0
18071,2831,112.0,9.0
18072,2831,112.0,0.0
18073,2749,112.0,0.0
18074,2882,112.0,13.0
18075,2815,112.0,58.0
18076,2874,112.0,37.0
18077,2879,112.0,216.0
18078,2805,112.0,45.0
18079,2885,112.0,0.0
18080,2666,112.0,1.0
18081,2874,112.0,1.0
18082,2890,112.0,52.0
18083,2887,112.0,28.0
18084,2829,112.0,45.0
18085,2851,112.0,36.0
18086,2890,112.0,26.0
18087,2817,112.0,31.0
18088,2847,112.0,0.0
18089,2712,112.0,19.0
18090,2868,112.0,34.0
18091,2856,112.0,20.0
18092,2889,112.0,164.0
18093,2844,112.0,63.0
18094,2852,112.0,3.0
18095,2870,112.0,0.0
18096,2888,112.0,0.0
18097,2830,112.0,33.0
